step,RL_Agent,Mom_0,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14
1237,3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,3430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,3430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,3430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,3430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,3430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,3450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,3460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,3450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,3460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,3450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,3460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,3470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,3480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,3490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,3510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,3540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,3510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,3540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,3540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,3540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,3550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,3560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,3560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,3560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,3560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,3560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,3590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,3590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,3590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,3620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,3620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,3630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,3640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,3660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,3670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,3680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,3680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,3680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,3690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,3710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,3720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,3720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,3710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,3690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,3710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,3710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,3720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,3710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,3710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,3720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,3730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,3740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,3760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,3760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,3770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,3760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,3770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,3760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,3770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,3780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,3780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,3790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,3780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,3790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,3790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,3780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,3790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,3790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,3810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,3790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,3810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,3810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,3790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,3790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,3790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,3780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,3790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,3810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,3820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,3810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,3810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,3810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,3820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,3810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,3810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,3820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,3820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1379,3810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,3790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,3790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,3790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,3810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,3820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,3830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,3820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,3830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,3830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,3830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,3820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,3810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,3810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,3820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,3830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,3840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,3840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,3850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,3840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,3850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,3860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,3870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,3880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,3890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,3910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,3910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,3910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,3920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,3930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,3940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,3950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417,3960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,3970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,3980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,3970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,3960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,3970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,3980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,4010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,4020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,4010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,4020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,4030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,4020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,4030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,4030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,4020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,4030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,4030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,4030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,4030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,4020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,4030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,4050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,4060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,4050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,4060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,4050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,4050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,4060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,4070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,4080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,4090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,4090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,4110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,4110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,4110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,4110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,4130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,4140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,4150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,4160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,4170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,4180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,4190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,4210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,4220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,4230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,4230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,4240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,4260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,4260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,4270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,4260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,4260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,4270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,4260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,4260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,4270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,4260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,4270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,4270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,4260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,4270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1496,4280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,4290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,4310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,4310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,4310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,4310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,4290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,4310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,4310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,4330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,4330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,4340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,4330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,4340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,4330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,4340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,4350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,4350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,4360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,4350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,4360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,4370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,4380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,4380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,4390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,4410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,4410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,4410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,4410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,4410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,4410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,4390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,4390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,4390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,4380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,4370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,4380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,4390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,4380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,4370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,4380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,4390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1555,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,4410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,4410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,4430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,4430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,4430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,4440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,4430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,4430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,4440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,4430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,4440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,4440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,4450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,4460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,4470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,4480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,4470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1577,4470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,4460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,4470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,4470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,4460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,4460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,4460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,4470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,4480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,4490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,4480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,4490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,4490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,4490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,4510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,4520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,4530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1596,4520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,4530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,4540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,4550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,4560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,4560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,4570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,4580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,4590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,4610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,4610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,4590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,4590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,4610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,4620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,4630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,4640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,4640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,4650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,4660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,4660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,4670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
