step,RL_Agent,Mom_0,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14
3780,10740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3781,10750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3782,10760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3783,10750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3784,10760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3785,10770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3786,10760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3787,10770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3788,10770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3789,10780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3790,10770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3791,10780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3792,10790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3793,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3794,10810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3795,10810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3796,10810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3797,10820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3798,10810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3799,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800,10790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801,10790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3802,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3803,10810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3804,10820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3805,10820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3806,10830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3807,10840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3808,10850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3809,10860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3810,10870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3811,10860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3812,10870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3813,10880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3814,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3815,10900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3816,10910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3817,10920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3818,10920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3819,10920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3820,10910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3821,10920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3822,10930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3823,10920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3824,10930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3825,10920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3826,10930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3827,10920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3828,10930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3829,10940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3830,10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831,10940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3832,10930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3833,10930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3834,10920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3835,10930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3836,10920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837,10930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838,10940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3839,10930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3840,10920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3841,10910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3842,10920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3843,10930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3844,10940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3845,10940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3846,10930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3847,10920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3848,10930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3849,10930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3850,10940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3851,10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3852,10960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3853,10970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3854,10980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3855,10970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3856,10960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3857,10960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3858,10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3859,10960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3860,10970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3861,10980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3862,10990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3863,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3864,11010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3865,11020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3866,11030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3867,11040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3868,11040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3869,11050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3870,11060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3871,11070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3872,11080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3873,11090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3874,11080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3875,11070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3876,11080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3877,11090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3878,11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3879,11110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3880,11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3881,11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3882,11090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3883,11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3884,11090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3885,11090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3886,11080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3887,11090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3888,11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3889,11110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3890,11110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3891,11120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3892,11130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3893,11140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3894,11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3895,11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3896,11140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3897,11130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3898,11140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3899,11130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3900,11140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3901,11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3902,11160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3903,11170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3904,11170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3905,11180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3906,11170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3907,11160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3908,11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3909,11160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3910,11170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,11180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3912,11190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3913,11180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3914,11190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3915,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3916,11210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3917,11220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3918,11210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3919,11210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3920,11210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3921,11220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3922,11210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3923,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3924,11210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3925,11210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3926,11220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3927,11230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3928,11240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3929,11230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3930,11240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3931,11240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3932,11250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3933,11240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3934,11250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3935,11240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3936,11250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3937,11240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3938,11250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3939,11250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3940,11260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3941,11270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3942,11280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3943,11290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3944,11300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3945,11310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3946,11320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3947,11330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948,11340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3949,11350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3950,11360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3951,11370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3952,11380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3953,11390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3954,11380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3955,11380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3956,11380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3957,11390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3958,11390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3959,11380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3960,11390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3961,11380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962,11370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963,11380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3964,11370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3965,11380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3966,11390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3967,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3968,11410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3969,11420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3970,11430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3971,11430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3972,11440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3973,11440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3974,11440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3975,11450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3976,11460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3977,11460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3978,11470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3979,11470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3980,11480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3981,11470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3982,11480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3983,11490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3984,11500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3985,11500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3986,11510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3987,11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3988,11530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3989,11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3990,11530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3991,11540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3992,11530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3993,11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3994,11530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3995,11530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3996,11540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3997,11530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3998,11530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3999,11540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,11530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001,11530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4002,11540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4003,11550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4004,11560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,11560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4006,11560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4007,11550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4008,11550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4009,11540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4010,11550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4011,11560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4012,11570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,11580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4014,11590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4015,11580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4016,11570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4017,11570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4018,11580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4019,11580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4020,11570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4021,11580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4022,11570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4023,11580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4024,11570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4025,11580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4026,11580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4027,11590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4028,11590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4029,11580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4030,11590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4031,11580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4032,11590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4033,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4034,11610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4035,11620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4036,11610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4037,11620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4038,11610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4039,11620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4040,11630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4041,11640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4042,11650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4043,11650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4044,11640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4045,11630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4046,11640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4047,11650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4048,11650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4049,11640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4050,11650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4051,11660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4052,11670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4053,11680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4054,11690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4055,11690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4056,11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4057,11710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4058,11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4059,11690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4060,11680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4061,11690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4062,11680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4063,11690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4064,11680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4065,11680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4066,11690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4067,11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4068,11710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4069,11720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4070,11730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4071,11720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4072,11710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4073,11720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4074,11730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4075,11720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4076,11730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4077,11740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4078,11740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4079,11750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4080,11750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4081,11760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4082,11770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4083,11760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4084,11770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4085,11780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4086,11790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4087,11800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4088,11810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4089,11820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4090,11830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4091,11820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4092,11830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4093,11820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4094,11830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4095,11830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4096,11820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4097,11810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4098,11820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4099,11810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4100,11820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,11820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,11830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4103,11840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104,11850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4105,11860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4106,11850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4107,11840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,11850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4109,11860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4110,11870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4112,11890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4113,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4114,11890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4115,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4116,11890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4117,11890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4118,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4119,11890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4120,11890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4121,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4122,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4123,11870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4124,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4125,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4126,11890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4127,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4128,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4129,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4130,11890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4131,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4132,11890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4133,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4134,11870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4135,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4136,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4137,11890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4138,11890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4139,11890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4140,11890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4141,11900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4142,11910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4143,11910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4144,11920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4145,11920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4146,11930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4147,11920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4148,11930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4149,11940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4150,11950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4151,11940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4152,11950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4153,11960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4154,11950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4155,11940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4156,11940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4157,11950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4158,11960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4159,11960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4160,11950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4161,11960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4162,11950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4163,11960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4164,11960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4165,11970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
